"ordem","bloco","plot","tipo","tratamento","parcela","nu_li","tipo_nu","numero","nome_especie","cod_sp","grupo","survt1","survt2","survt3","survt4","survt6","survt7","excl_mort_t1","excl_mort_t2","excl_mort_t3","excl_mort_t4","excl_mort_t6","excl_mort_t7","excluir_total","survt1t4"
1319,"3","46","NU","TV","46NUTV","B030","B",4271,"Solanum cinnamomeum","10","P",1,1,1,0,0,0,0,1,1,0,0,0,0,0
1320,"3","46","NU","TV","46NUTV","B030","B",4272,"Myrcia ilheosensis","26","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1321,"3","46","NU","TV","46NUTV","B030","B",4273,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1322,"3","46","NU","TV","46NUTV","B030","B",4274,"Eugenia brasiliensis","25","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1323,"3","46","NU","TV","46NUTV","B030","B",4275,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,1,0,0,0,0,1
1324,"3","46","NU","TV","46NUTV","B030","B",4276,"Jacaranda puberula","15","NP",1,1,1,0,0,0,0,1,0,0,0,0,0,0
1325,"3","46","NU","TV","46NUTV","B030","B",4277,"Euterpe edulis","28","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1326,"3","46","NU","TV","46NUTV","B030","B",4278,"Ternstroemia brasiliensis","23","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1327,"3","46","NU","TV","46NUTV","B030","B",4279,"Myrsine coriacea","1","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1328,"3","46","NU","TV","46NUTV","B030","B",4280,"Calophyllum brasiliense","13","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1329,"3","46","NU","TV","46NUTV","B030","B",4281,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1330,"3","46","NU","TV","46NUTV","A041","A",4282,"Citharexylum myrianthum","4","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,"3","46","NU","TV","46NUTV","A041","A",4283,"Eriotheca pentaphylla","27","NP",1,1,0,0,0,0,0,1,0,0,0,0,0,0
1332,"3","46","NU","TV","46NUTV","A041","A",4284,"Aegiphila verticillata","6","P",1,1,0,0,0,0,0,1,0,0,0,0,0,0
1333,"3","46","NU","TV","46NUTV","A041","A",4285,"Eugenia astringens","24","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1334,"3","46","NU","TV","46NUTV","A041","A",4286,"Syagrus romanzoffiana","17","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1335,"3","46","NU","TV","46NUTV","A041","A",4287,"Myrcia multiflora","22","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1336,"3","46","NU","TV","46NUTV","A041","A",4288,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1337,"3","46","NU","TV","46NUTV","A041","A",4289,"Bicuiba oleifera","20","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,"3","46","NU","TV","46NUTV","A041","A",4291,"Pouteria sp.","21","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,"3","46","NU","TV","46NUTV","A041","A",4293,"Ocotea pulchella","16","NP",1,1,1,0,0,0,0,1,1,0,0,0,0,0
1357,"3","46","NU","TV","46NUTV","A043","A",4411,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1358,"3","46","NU","TV","46NUTV","A043","A",4412,"Eriotheca pentaphylla","27","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,"3","46","NU","TV","46NUTV","A043","A",4413,"Aegiphila verticillata","6","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1360,"3","46","NU","TV","46NUTV","A043","A",4414,"Syagrus romanzoffiana","17","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1361,"3","46","NU","TV","46NUTV","A043","A",4415,"Eugenia astringens","24","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1363,"3","46","NU","TV","46NUTV","A043","A",4417,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1364,"3","46","NU","TV","46NUTV","A043","A",4418,"Bicuiba oleifera","20","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1365,"3","46","NU","TV","46NUTV","A043","A",4420,"Pouteria sp.","21","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1366,"3","46","NU","TV","46NUTV","A043","A",4421,"Myrsine coriacea","1","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1367,"3","46","NU","TV","46NUTV","A043","A",4422,"Ocotea pulchella","16","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1368,"3","46","NU","TV","46NUTV","A043","A",4423,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1369,"3","46","NU","TV","46NUTV","B032","B",4424,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1370,"3","46","NU","TV","46NUTV","B032","B",4425,"Eriotheca pentaphylla","27","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1371,"3","46","NU","TV","46NUTV","B032","B",4426,"Solanum cinnamomeum","10","P",1,1,1,0,0,0,0,0,1,0,0,0,0,0
1372,"3","46","NU","TV","46NUTV","B032","B",4427,"Myrcia ilheosensis","26","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1373,"3","46","NU","TV","46NUTV","B032","B",4428,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1374,"3","46","NU","TV","46NUTV","B032","B",4429,"Eugenia brasiliensis","25","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1376,"3","46","NU","TV","46NUTV","B032","B",4431,"Jacaranda puberula","15","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1377,"3","46","NU","TV","46NUTV","B032","B",4432,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,"3","46","NU","TV","46NUTV","B032","B",4433,"Ternstroemia brasiliensis","23","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1379,"3","46","NU","TV","46NUTV","B032","B",4434,"Myrsine coriacea","1","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1380,"3","46","NU","TV","46NUTV","B032","B",4435,"Calophyllum brasiliense","13","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1382,"3","46","NU","TV","46NUTV","A044","A",4437,"Citharexylum myrianthum","4","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1383,"3","46","NU","TV","46NUTV","A044","A",4438,"Eriotheca pentaphylla","27","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1384,"3","46","NU","TV","46NUTV","A044","A",4439,"Aegiphila verticillata","6","P",1,1,1,0,0,0,0,0,0,0,0,0,0,0
1385,"3","46","NU","TV","46NUTV","A044","A",4440,"Syagrus romanzoffiana","17","NP",1,1,0,1,0,0,0,0,0,0,0,0,0,1
1386,"3","46","NU","TV","46NUTV","A044","A",4441,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1387,"3","46","NU","TV","46NUTV","A044","A",4442,"Myrcia multiflora","22","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1388,"3","46","NU","TV","46NUTV","A044","A",4443,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1389,"3","46","NU","TV","46NUTV","A044","A",4444,"Bicuiba oleifera","20","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,"3","46","NU","TV","46NUTV","A044","A",4446,"Pouteria sp.","21","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1392,"3","46","NU","TV","46NUTV","A044","A",4447,"Myrsine coriacea","1","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1393,"3","46","NU","TV","46NUTV","A044","A",4448,"Ocotea pulchella","16","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1394,"3","46","NU","TV","46NUTV","A044","A",4449,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1395,"3","45","LI","NPK","45LINPK","1",NA,4452,"Myrcia multiflora","22","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1396,"3","45","LI","NPK","45LINPK","1",NA,4453,"Calophyllum brasiliense","13","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1399,"3","45","LI","NPK","45LINPK","1",NA,4458,"Ocotea pulchella","16","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1400,"3","45","LI","NPK","45LINPK","1",NA,4459,"Syagrus romanzoffiana","17","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1401,"3","45","LI","NPK","45LINPK","1",NA,4460,"Bicuiba oleifera","20","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,"3","45","LI","NPK","45LINPK","1",NA,4462,"Ternstroemia brasiliensis","23","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,"3","45","LI","NPK","45LINPK","1",NA,4467,"Pouteria sp.","21","NP",1,1,1,0,0,0,0,0,0,0,0,0,0,0
1406,"3","45","LI","NPK","45LINPK","1",NA,4469,"Syagrus romanzoffiana","17","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1407,"3","45","LI","NPK","45LINPK","1",NA,4470,"Jacaranda puberula","15","NP",1,1,1,1,1,1,0,0,1,0,0,0,0,1
1408,"3","45","LI","NPK","45LINPK","1",NA,4471,"Ocotea pulchella","16","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1409,"3","45","LI","NPK","45LINPK","2",NA,4472,"Myrsine coriacea","1","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1410,"3","45","LI","NPK","45LINPK","2",NA,4475,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1411,"3","45","LI","NPK","45LINPK","2",NA,4476,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1412,"3","45","LI","NPK","45LINPK","2",NA,4477,"Solanum cinnamomeum","10","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1414,"3","45","LI","NPK","45LINPK","2",NA,4480,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1416,"3","45","LI","NPK","45LINPK","2",NA,4483,"Citharexylum myrianthum","4","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1418,"3","45","LI","NPK","45LINPK","2",NA,4486,"Aegiphila verticillata","6","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1419,"3","45","LI","NPK","45LINPK","2",NA,4489,"Eugenia astringens","24","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1420,"3","45","LI","NPK","45LINPK","2",NA,4490,"Euterpe edulis","28","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1421,"3","45","LI","NPK","45LINPK","2",NA,4491,"Calophyllum brasiliense","13","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1422,"3","45","LI","NPK","45LINPK","2",NA,4492,"Myrcia ilheosensis","26","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1423,"3","45","LI","NPK","45LINPK","3",NA,4494,"Calophyllum brasiliense","13","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1424,"3","45","LI","NPK","45LINPK","3",NA,4495,"Eugenia astringens","24","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1426,"3","45","LI","NPK","45LINPK","2",NA,4498,"Eriotheca pentaphylla","27","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1427,"3","45","LI","NPK","45LINPK","3",NA,4499,"Eugenia brasiliensis","25","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1428,"3","45","LI","NPK","45LINPK","3",NA,4500,"Myrcia ilheosensis","26","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1429,"3","45","LI","NPK","45LINPK","3",NA,4501,"Ternstroemia brasiliensis","23","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1435,"3","45","LI","NPK","45LINPK","3",NA,4514,"Bicuiba oleifera","20","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1436,"3","45","LI","NPK","45LINPK","3",NA,4515,"Syagrus romanzoffiana","17","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,"3","45","LI","NPK","45LINPK","4",NA,4516,"Myrsine coriacea","1","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1438,"3","45","LI","NPK","45LINPK","4",NA,4517,"Schinus terebinthifolius","2","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1439,"3","45","LI","NPK","45LINPK","4",NA,4518,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1440,"3","45","LI","NPK","45LINPK","4",NA,4519,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,1,0,0,0,0,1
1441,"3","45","LI","NPK","45LINPK","4",NA,4520,"Myrsine coriacea","1","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1442,"3","45","LI","NPK","45LINPK","4",NA,4521,"Aegiphila verticillata","6","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1443,"3","45","LI","NPK","45LINPK","4",NA,4523,"Solanum cinnamomeum","10","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1445,"3","45","LI","NPK","45LINPK","4",NA,4525,"Myrsine coriacea","1","P",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1446,"3","45","LI","NPK","45LINPK","4",NA,4526,"Schinus terebinthifolius","2","P",1,1,1,1,1,0,0,0,0,0,0,0,0,1
1447,"3","45","LI","NPK","45LINPK","4",NA,4527,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1448,"3","45","LI","NPK","45LINPK","4",NA,4528,"Citharexylum myrianthum","4","P",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1449,"3","45","LI","NPK","45LINPK","4",NA,4529,"Myrsine coriacea","1","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,"3","45","LI","NPK","45LINPK","4",NA,4530,"Schinus terebinthifolius","2","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1451,"3","45","LI","NPK","45LINPK","4",NA,4531,"Eriotheca pentaphylla","27","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1452,"3","45","LI","NPK","45LINPK","4",NA,4532,"Eugenia astringens","24","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1453,"3","45","LI","NPK","45LINPK","4",NA,4534,"Euterpe edulis","28","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1454,"3","45","LI","NPK","45LINPK","4",NA,4536,"Eugenia brasiliensis","25","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1458,"3","45","LI","NPK","45LINPK","5",NA,4541,"Eriotheca pentaphylla","27","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1459,"3","45","LI","NPK","45LINPK","5",NA,4543,"Myrcia multiflora","22","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1461,"3","45","LI","NPK","45LINPK","5",NA,4547,"Ternstroemia brasiliensis","23","NP",1,1,1,0,0,0,0,0,0,0,0,0,0,0
1462,"3","45","LI","NPK","45LINPK","5",NA,4548,"Pouteria sp.","21","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1463,"3","45","LI","NPK","45LINPK","5",NA,4549,"Bicuiba oleifera","20","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1464,"3","45","LI","NPK","45LINPK","5",NA,4550,"Syagrus romanzoffiana","17","NP",1,1,1,1,0,0,0,0,1,0,0,0,0,1
1467,"3","45","LI","NPK","45LINPK","5",NA,4554,"Eugenia brasiliensis","25","NP",1,1,1,0,0,0,0,0,0,0,0,0,0,0
1468,"3","45","LI","NPK","45LINPK","5",NA,4555,"Myrcia ilheosensis","26","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1469,"3","45","LI","NPK","45LINPK","5",NA,4556,"Ternstroemia brasiliensis","23","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,"3","45","LI","NPK","45LINPK","5",NA,4557,"Pouteria sp.","21","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1471,"3","45","LI","NPK","45LINPK","6",NA,4558,"Jacaranda puberula","15","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1472,"3","45","LI","NPK","45LINPK","6",NA,4559,"Ocotea pulchella","16","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1473,"3","45","LI","NPK","45LINPK","6",NA,4560,"Pouteria sp.","21","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1474,"3","45","LI","NPK","45LINPK","6",NA,4561,"Ternstroemia brasiliensis","23","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1475,"3","45","LI","NPK","45LINPK","6",NA,4565,"Eriotheca pentaphylla","27","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1476,"3","45","LI","NPK","45LINPK","6",NA,4566,"Jacaranda puberula","15","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,"3","45","LI","NPK","45LINPK","6",NA,4567,"Ocotea pulchella","16","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1478,"3","45","LI","NPK","45LINPK","6",NA,4568,"Bicuiba oleifera","20","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1479,"3","45","LI","NPK","45LINPK","6",NA,4569,"Eugenia brasiliensis","25","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1481,"3","45","LI","NPK","45LINPK","6",NA,4571,"Calophyllum brasiliense","13","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1482,"3","45","LI","NPK","45LINPK","6",NA,4574,"Myrcia ilheosensis","26","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1483,"3","45","LI","NPK","45LINPK","6",NA,4575,"Myrcia multiflora","22","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1486,"3","45","LI","NPK","45LINPK","7",NA,4579,"Eugenia brasiliensis","25","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1487,"3","45","LI","NPK","45LINPK","7",NA,4580,"Myrcia multiflora","22","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1488,"3","45","LI","NPK","45LINPK","7",NA,4581,"Euterpe edulis","28","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1489,"3","45","LI","NPK","45LINPK","7",NA,4582,"Myrcia ilheosensis","26","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1490,"3","45","LI","NPK","45LINPK","7",NA,4583,"Solanum cinnamomeum","10","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1491,"3","45","LI","NPK","45LINPK","7",NA,4584,"Aegiphila verticillata","6","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1492,"3","45","LI","NPK","45LINPK","7",NA,4585,"Myrsine coriacea","1","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1493,"3","45","LI","NPK","45LINPK","7",NA,4586,"Schinus terebinthifolius","2","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1494,"3","45","LI","NPK","45LINPK","7",NA,4587,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1496,"3","45","LI","NPK","45LINPK","7",NA,4589,"Aegiphila verticillata","6","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1497,"3","45","LI","NPK","45LINPK","7",NA,4590,"Solanum cinnamomeum","10","P",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1499,"3","45","LI","NPK","45LINPK","8",NA,4592,"Bicuiba oleifera","20","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,"3","45","LI","NPK","45LINPK","8",NA,4593,"Pouteria sp.","21","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,"3","45","LI","NPK","45LINPK","8",NA,4594,"Ternstroemia brasiliensis","23","NP",1,1,1,0,0,0,0,0,1,0,0,0,0,0
1502,"3","45","LI","NPK","45LINPK","8",NA,4595,"Syagrus romanzoffiana","17","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1503,"3","45","LI","NPK","45LINPK","8",NA,4596,"Myrcia multiflora","22","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,"3","45","LI","NPK","45LINPK","8",NA,4597,"Eugenia astringens","24","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1505,"3","45","LI","NPK","45LINPK","8",NA,4598,"Pouteria sp.","21","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1506,"3","45","LI","NPK","45LINPK","8",NA,4600,"Eriotheca pentaphylla","27","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1507,"3","45","LI","NPK","45LINPK","8",NA,4601,"Calophyllum brasiliense","13","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1508,"3","45","LI","NPK","45LINPK","8",NA,4603,"Myrcia multiflora","22","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1509,"3","45","LI","NPK","45LINPK","8",NA,4604,"Euterpe edulis","28","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1510,"3","45","LI","NPK","45LINPK","8",NA,4605,"Eugenia astringens","24","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1513,"3","45","LI","NPK","45LINPK","9",NA,4613,"Citharexylum myrianthum","4","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1514,"3","45","LI","NPK","45LINPK","9",NA,4614,"Aegiphila verticillata","6","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1515,"3","45","LI","NPK","45LINPK","9",NA,4615,"Schinus terebinthifolius","2","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1516,"3","45","LI","NPK","45LINPK","9",NA,4616,"Myrsine coriacea","1","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1517,"3","45","LI","NPK","45LINPK","10",NA,4617,"Bicuiba oleifera","20","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1519,"3","45","LI","NPK","45LINPK","10",NA,4619,"Jacaranda puberula","15","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1520,"3","45","LI","NPK","45LINPK","10",NA,4620,"Eriotheca pentaphylla","27","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1521,"3","45","LI","NPK","45LINPK","10",NA,4621,"Eugenia brasiliensis","25","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1523,"3","45","LI","NPK","45LINPK","10",NA,4625,"Euterpe edulis","28","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1526,"3","45","LI","NPK","45LINPK","11",NA,4632,"Myrsine coriacea","1","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1528,"3","45","LI","NPK","45LINPK","12",NA,4634,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1529,"3","45","LI","NPK","45LINPK","12",NA,4635,"Calophyllum brasiliense","13","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1530,"3","45","LI","NPK","45LINPK","12",NA,4636,"Eriotheca pentaphylla","27","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1531,"3","45","LI","NPK","45LINPK","13",NA,4638,"Eugenia astringens","24","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1532,"3","45","LI","NPK","45LINPK","13",NA,4639,"Myrcia ilheosensis","26","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1546,"3","44","NU","ND","44NUND","A045","A",4667,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1549,"3","44","NU","ND","44NUND","A045","A",4670,"Syagrus romanzoffiana","17","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1550,"3","44","NU","ND","44NUND","A045","A",4671,"Eugenia astringens","24","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1551,"3","44","NU","ND","44NUND","A045","A",4672,"Myrcia multiflora","22","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,"3","44","NU","ND","44NUND","A045","A",4673,"Erythrina speciosa","3","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1553,"3","44","NU","ND","44NUND","A045","A",4674,"Bicuiba oleifera","20","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1554,"3","44","NU","ND","44NUND","A045","A",4676,"Pouteria sp.","21","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1555,"3","44","NU","ND","44NUND","A045","A",4677,"Myrsine coriacea","1","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,"3","44","NU","ND","44NUND","A045","A",4679,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1558,"3","44","NU","ND","44NUND","A046","A",4693,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1559,"3","44","NU","ND","44NUND","A046","A",4694,"Eriotheca pentaphylla","27","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1560,"3","44","NU","ND","44NUND","A046","A",4695,"Aegiphila verticillata","6","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1561,"3","44","NU","ND","44NUND","A046","A",4696,"Syagrus romanzoffiana","17","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1562,"3","44","NU","ND","44NUND","A046","A",4697,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1563,"3","44","NU","ND","44NUND","A046","A",4698,"Myrcia multiflora","22","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1564,"3","44","NU","ND","44NUND","A046","A",4699,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1566,"3","44","NU","ND","44NUND","A046","A",4701,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1567,"3","44","NU","ND","44NUND","A046","A",4702,"Pouteria sp.","21","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1568,"3","44","NU","ND","44NUND","A046","A",4703,"Myrsine coriacea","1","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1569,"3","44","NU","ND","44NUND","A046","A",4704,"Ocotea pulchella","16","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1570,"3","44","NU","ND","44NUND","A046","A",4705,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1571,"3","44","NU","ND","44NUND","B034","B",4706,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1572,"3","44","NU","ND","44NUND","B034","B",4707,"Eriotheca pentaphylla","27","NP",1,1,1,0,0,0,0,1,1,0,0,0,0,0
1573,"3","44","NU","ND","44NUND","B034","B",4708,"Solanum cinnamomeum","10","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1574,"3","44","NU","ND","44NUND","B034","B",4709,"Myrcia ilheosensis","26","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1576,"3","44","NU","ND","44NUND","B034","B",4711,"Eugenia brasiliensis","25","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1577,"3","44","NU","ND","44NUND","B034","B",4712,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
