"ordem","bloco","plot","tipo","tratamento","parcela","nu_li","tipo_nu","numero","nome_especie","cod_sp","grupo","survt1","survt2","survt3","survt4","survt6","survt7","excl_mort_t1","excl_mort_t2","excl_mort_t3","excl_mort_t4","excl_mort_t6","excl_mort_t7","excluir_total","survt1t4"
6662,"9","6","NU","NPK","06NUNPK","A196","A",14470,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6663,"9","6","NU","NPK","06NUNPK","B153","B",14471,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6664,"9","6","NU","NPK","06NUNPK","B153","B",14472,"Eriotheca pentaphylla","27","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
6665,"9","6","NU","NPK","06NUNPK","B153","B",14473,"Solanum cinnamomeum","10","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6666,"9","6","NU","NPK","06NUNPK","B153","B",14474,"Myrcia ilheosensis","26","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6667,"9","6","NU","NPK","06NUNPK","B153","B",14475,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,1,0,0,0,0,0,1
6668,"9","6","NU","NPK","06NUNPK","B153","B",14476,"Eugenia brasiliensis","25","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6669,"9","6","NU","NPK","06NUNPK","B153","B",14477,"Erythrina speciosa","3","P",1,1,1,0,1,1,0,0,0,0,0,0,0,0
6670,"9","6","NU","NPK","06NUNPK","B153","B",14478,"Jacaranda puberula","15","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6671,"9","6","NU","NPK","06NUNPK","B153","B",14479,"Euterpe edulis","28","NP",1,1,0,0,1,1,0,0,0,0,0,0,0,0
6673,"9","6","NU","NPK","06NUNPK","B153","B",14481,"Myrsine coriacea","1","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6674,"9","6","NU","NPK","06NUNPK","B153","B",14482,"Calophyllum brasiliense","13","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6675,"9","6","NU","NPK","06NUNPK","B153","B",14483,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6676,"9","6","NU","NPK","06NUNPK","A197","A",14484,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6677,"9","6","NU","NPK","06NUNPK","A197","A",14485,"Eriotheca pentaphylla","27","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
6678,"9","6","NU","NPK","06NUNPK","A197","A",14486,"Aegiphila verticillata","6","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
6679,"9","6","NU","NPK","06NUNPK","A197","A",14487,"Syagrus romanzoffiana","17","NP",1,1,1,1,1,0,0,0,0,0,0,0,0,1
6680,"9","6","NU","NPK","06NUNPK","A197","A",14488,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6681,"9","6","NU","NPK","06NUNPK","A197","A",14489,"Myrcia multiflora","22","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6682,"9","6","NU","NPK","06NUNPK","A197","A",14490,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6683,"9","6","NU","NPK","06NUNPK","A197","A",14491,"Bicuiba oleifera","20","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6684,"9","6","NU","NPK","06NUNPK","A197","A",14492,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6685,"9","6","NU","NPK","06NUNPK","A197","A",14493,"Pouteria sp.","21","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6686,"9","6","NU","NPK","06NUNPK","A197","A",14494,"Myrsine coriacea","1","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6687,"9","6","NU","NPK","06NUNPK","A197","A",14495,"Ocotea pulchella","16","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6688,"9","6","NU","NPK","06NUNPK","A197","A",14496,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6689,"9","5","LI","ND","05LIND","1",NA,14498,"Eugenia brasiliensis","25","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6690,"9","5","LI","ND","05LIND","1",NA,14499,"Myrcia ilheosensis","26","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
6691,"9","5","LI","ND","05LIND","1",NA,14500,"Eriotheca pentaphylla","27","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6692,"9","5","LI","ND","05LIND","1",NA,14501,"Ternstroemia brasiliensis","23","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6693,"9","5","LI","ND","05LIND","1",NA,14503,"Jacaranda puberula","15","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6694,"9","5","LI","ND","05LIND","1",NA,14504,"Ocotea pulchella","16","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
6695,"9","5","LI","ND","05LIND","1",NA,14505,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6696,"9","5","LI","ND","05LIND","1",NA,14508,"Eugenia astringens","24","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
6697,"9","5","LI","ND","05LIND","1",NA,14510,"Myrcia multiflora","22","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6698,"9","5","LI","ND","05LIND","1",NA,14511,"Syagrus romanzoffiana","17","NP",1,1,0,0,0,0,0,1,0,0,0,0,0,0
6699,"9","5","LI","ND","05LIND","1",NA,14512,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6700,"9","5","LI","ND","05LIND","1",NA,14513,"Ocotea pulchella","16","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
6701,"9","5","LI","ND","05LIND","1",NA,14517,"Eugenia astringens","24","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
6702,"9","5","LI","ND","05LIND","1",NA,14519,"Myrcia ilheosensis","26","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6703,"9","5","LI","ND","05LIND","1",NA,14520,"Eriotheca pentaphylla","27","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6705,"9","5","LI","ND","05LIND","2",NA,14524,"Aegiphila verticillata","6","P",1,1,0,0,0,0,0,0,0,0,0,0,0,0
6706,"9","5","LI","ND","05LIND","2",NA,14526,"Myrsine coriacea","1","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6707,"9","5","LI","ND","05LIND","2",NA,14527,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6708,"9","5","LI","ND","05LIND","2",NA,14528,"Solanum cinnamomeum","10","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6709,"9","5","LI","ND","05LIND","2",NA,14529,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6710,"9","5","LI","ND","05LIND","2",NA,14530,"Aegiphila verticillata","6","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6711,"9","5","LI","ND","05LIND","2",NA,14532,"Myrsine coriacea","1","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6712,"9","5","LI","ND","05LIND","2",NA,14533,"Schinus terebinthifolius","2","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6713,"9","5","LI","ND","05LIND","2",NA,14534,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6714,"9","5","LI","ND","05LIND","2",NA,14535,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6715,"9","5","LI","ND","05LIND","2",NA,14536,"Aegiphila verticillata","6","P",1,0,1,1,1,0,0,0,0,0,0,0,0,1
6716,"9","5","LI","ND","05LIND","2",NA,14537,"Solanum cinnamomeum","10","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
6717,"9","5","LI","ND","05LIND","2",NA,14539,"Myrsine coriacea","1","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6718,"9","5","LI","ND","05LIND","2",NA,14540,"Citharexylum myrianthum","4","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
6719,"9","5","LI","ND","05LIND","2",NA,14543,"Myrsine coriacea","1","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6720,"9","5","LI","ND","05LIND","2",NA,14544,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6721,"9","5","LI","ND","05LIND","3",NA,14546,"Euterpe edulis","28","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
6722,"9","5","LI","ND","05LIND","3",NA,14547,"Euterpe edulis","28","NP",1,1,1,0,0,0,0,0,0,0,0,0,0,0
6723,"9","5","LI","ND","05LIND","3",NA,14548,"Eugenia brasiliensis","25","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
6724,"9","5","LI","ND","05LIND","3",NA,14549,"Eugenia astringens","24","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6725,"9","5","LI","ND","05LIND","3",NA,14550,"Eugenia brasiliensis","25","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
6726,"9","5","LI","ND","05LIND","3",NA,14551,"Myrcia ilheosensis","26","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6727,"9","5","LI","ND","05LIND","3",NA,14552,"Myrcia multiflora","22","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6728,"9","5","LI","ND","05LIND","3",NA,14553,"Euterpe edulis","28","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6729,"9","5","LI","ND","05LIND","3",NA,14554,"Calophyllum brasiliense","13","NP",1,1,1,1,1,1,0,1,0,0,0,0,0,1
6730,"9","5","LI","ND","05LIND","3",NA,14555,"Jacaranda puberula","15","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6731,"9","5","LI","ND","05LIND","3",NA,14556,"Ocotea pulchella","16","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6732,"9","5","LI","ND","05LIND","3",NA,14558,"Eriotheca pentaphylla","27","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
6734,"9","5","LI","ND","05LIND","3",NA,14560,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6735,"9","5","LI","ND","05LIND","3",NA,14562,"Myrcia multiflora","22","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6736,"9","5","LI","ND","05LIND","3",NA,14563,"Ternstroemia brasiliensis","23","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
6738,"9","5","LI","ND","05LIND","4",NA,14565,"Ternstroemia brasiliensis","23","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6739,"9","5","LI","ND","05LIND","4",NA,14566,"Eriotheca pentaphylla","27","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6740,"9","5","LI","ND","05LIND","4",NA,14567,"Myrcia multiflora","22","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
6741,"9","5","LI","ND","05LIND","4",NA,14568,"Ocotea pulchella","16","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
6742,"9","5","LI","ND","05LIND","4",NA,14569,"Calophyllum brasiliense","13","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6743,"9","5","LI","ND","05LIND","4",NA,14570,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6744,"9","5","LI","ND","05LIND","4",NA,14571,"Syagrus romanzoffiana","17","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
6745,"9","5","LI","ND","05LIND","4",NA,14572,"Ocotea pulchella","16","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6746,"9","5","LI","ND","05LIND","4",NA,14573,"Eugenia brasiliensis","25","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6747,"9","5","LI","ND","05LIND","4",NA,14574,"Eugenia astringens","24","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6748,"9","5","LI","ND","05LIND","4",NA,14575,"Ternstroemia brasiliensis","23","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6749,"9","5","LI","ND","05LIND","4",NA,14577,"Pouteria sp.","21","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6750,"9","5","LI","ND","05LIND","4",NA,14578,"Bicuiba oleifera","20","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6752,"9","5","LI","ND","05LIND","5",NA,14583,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6753,"9","5","LI","ND","05LIND","5",NA,14584,"Schinus terebinthifolius","2","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
6754,"9","5","LI","ND","05LIND","5",NA,14586,"Aegiphila verticillata","6","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6755,"9","5","LI","ND","05LIND","5",NA,14587,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6756,"9","5","LI","ND","05LIND","5",NA,14589,"Schinus terebinthifolius","2","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6757,"9","5","LI","ND","05LIND","5",NA,14591,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6758,"9","5","LI","ND","05LIND","5",NA,14594,"Erythrina speciosa","3","P",1,1,1,1,1,0,0,0,0,0,0,0,0,1
6759,"9","5","LI","ND","05LIND","5",NA,14595,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6760,"9","5","LI","ND","05LIND","5",NA,14596,"Aegiphila verticillata","6","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6761,"9","5","LI","ND","05LIND","5",NA,14597,"Solanum cinnamomeum","10","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6762,"9","5","LI","ND","05LIND","5",NA,14598,"Schinus terebinthifolius","2","P",1,1,1,1,1,0,0,0,0,0,0,0,0,1
6763,"9","5","LI","ND","05LIND","5",NA,14599,"Erythrina speciosa","3","P",1,1,1,1,1,0,0,0,0,0,0,0,0,1
6764,"9","5","LI","ND","05LIND","6",NA,14600,"Myrcia ilheosensis","26","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6765,"9","5","LI","ND","05LIND","6",NA,14601,"Syagrus romanzoffiana","17","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
6766,"9","5","LI","ND","05LIND","6",NA,14602,"Calophyllum brasiliense","13","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6767,"9","5","LI","ND","05LIND","6",NA,14603,"Myrcia multiflora","22","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6768,"9","5","LI","ND","05LIND","6",NA,14604,"Eriotheca pentaphylla","27","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6769,"9","5","LI","ND","05LIND","6",NA,14605,"Myrcia ilheosensis","26","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6770,"9","5","LI","ND","05LIND","6",NA,14606,"Eugenia brasiliensis","25","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6771,"9","5","LI","ND","05LIND","6",NA,14607,"Bicuiba oleifera","20","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6772,"9","5","LI","ND","05LIND","6",NA,14608,"Pouteria sp.","21","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6773,"9","5","LI","ND","05LIND","6",NA,14609,"Jacaranda puberula","15","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6774,"9","5","LI","ND","05LIND","6",NA,14610,"Pouteria sp.","21","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6775,"9","5","LI","ND","05LIND","6",NA,14611,"Bicuiba oleifera","20","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6778,"9","5","LI","ND","05LIND","6",NA,14614,"Solanum cinnamomeum","10","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6779,"9","5","LI","ND","05LIND","6",NA,14615,"Ternstroemia brasiliensis","23","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6780,"9","5","LI","ND","05LIND","6",NA,14616,"Calophyllum brasiliense","13","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6781,"9","5","LI","ND","05LIND","7",NA,14618,"Myrsine coriacea","1","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6782,"9","5","LI","ND","05LIND","7",NA,14620,"Solanum cinnamomeum","10","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6783,"9","5","LI","ND","05LIND","7",NA,14621,"Calophyllum brasiliense","13","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6784,"9","5","LI","ND","05LIND","7",NA,14622,"Solanum cinnamomeum","10","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6785,"9","5","LI","ND","05LIND","7",NA,14623,"Aegiphila verticillata","6","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6786,"9","5","LI","ND","05LIND","7",NA,14624,"Myrsine coriacea","1","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6787,"9","5","LI","ND","05LIND","7",NA,14627,"Solanum cinnamomeum","10","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6788,"9","5","LI","ND","05LIND","7",NA,14628,"Solanum cinnamomeum","10","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6789,"9","5","LI","ND","05LIND","7",NA,14630,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6791,"9","5","LI","ND","05LIND","7",NA,14634,"Aegiphila verticillata","6","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6792,"9","5","LI","ND","05LIND","8",NA,14637,"Eriotheca pentaphylla","27","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6793,"9","5","LI","ND","05LIND","8",NA,14639,"Eugenia brasiliensis","25","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6794,"9","5","LI","ND","05LIND","8",NA,14641,"Ternstroemia brasiliensis","23","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6795,"9","5","LI","ND","05LIND","8",NA,14642,"Myrcia multiflora","22","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6796,"9","5","LI","ND","05LIND","8",NA,14643,"Pouteria sp.","21","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6798,"9","5","LI","ND","05LIND","8",NA,14646,"Calophyllum brasiliense","13","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6800,"9","5","LI","ND","05LIND","8",NA,14648,"Euterpe edulis","28","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6801,"9","5","LI","ND","05LIND","8",NA,14649,"Ocotea pulchella","16","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
6802,"9","5","LI","ND","05LIND","8",NA,14650,"Jacaranda puberula","15","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6803,"9","5","LI","ND","05LIND","8",NA,14651,"Calophyllum brasiliense","13","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6804,"9","4","NU","TV","04NUTV","A199","A",14665,"Citharexylum myrianthum","4","P",1,1,1,1,1,0,0,0,0,0,0,0,0,1
6805,"9","4","NU","TV","04NUTV","A199","A",14666,"Eriotheca pentaphylla","27","NP",1,1,0,0,1,0,0,0,0,0,0,0,0,0
6806,"9","4","NU","TV","04NUTV","A199","A",14667,"Aegiphila verticillata","6","P",1,1,0,0,0,0,0,0,0,0,0,0,0,0
6807,"9","4","NU","TV","04NUTV","A199","A",14668,"Syagrus romanzoffiana","17","NP",1,1,1,1,1,0,0,0,0,0,0,0,0,1
6808,"9","4","NU","TV","04NUTV","A199","A",14669,"Eugenia astringens","24","NP",1,1,1,1,1,0,0,0,0,0,0,0,0,1
6809,"9","4","NU","TV","04NUTV","A199","A",14670,"Myrcia multiflora","22","NP",0,0,0,0,1,0,0,0,0,0,0,0,0,NA
6810,"9","4","NU","TV","04NUTV","A199","A",14671,"Erythrina speciosa","3","P",1,1,1,1,1,0,0,0,0,0,0,0,0,1
6811,"9","4","NU","TV","04NUTV","A199","A",14672,"Bicuiba oleifera","20","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6812,"9","4","NU","TV","04NUTV","A199","A",14673,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6813,"9","4","NU","TV","04NUTV","A199","A",14674,"Pouteria sp.","21","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6814,"9","4","NU","TV","04NUTV","A199","A",14675,"Myrsine coriacea","1","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6815,"9","4","NU","TV","04NUTV","A199","A",14676,"Ocotea pulchella","16","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6816,"9","4","NU","TV","04NUTV","A199","A",14677,"Schinus terebinthifolius","2","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6843,"9","4","NU","TV","04NUTV","A200","A",14704,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6844,"9","4","NU","TV","04NUTV","A200","A",14705,"Eriotheca pentaphylla","27","NP",1,0,0,0,1,0,0,0,0,0,0,0,0,0
6845,"9","4","NU","TV","04NUTV","A200","A",14706,"Aegiphila verticillata","6","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6846,"9","4","NU","TV","04NUTV","A200","A",14707,"Syagrus romanzoffiana","17","NP",1,1,0,0,1,0,0,1,0,0,0,0,0,0
6847,"9","4","NU","TV","04NUTV","A200","A",14708,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6848,"9","4","NU","TV","04NUTV","A200","A",14709,"Myrcia multiflora","22","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
6849,"9","4","NU","TV","04NUTV","A200","A",14710,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6850,"9","4","NU","TV","04NUTV","A200","A",14711,"Bicuiba oleifera","20","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6851,"9","4","NU","TV","04NUTV","A200","A",14712,"Euterpe edulis","28","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
6852,"9","4","NU","TV","04NUTV","A200","A",14713,"Pouteria sp.","21","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6853,"9","4","NU","TV","04NUTV","A200","A",14714,"Myrsine coriacea","1","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
6854,"9","4","NU","TV","04NUTV","A200","A",14715,"Ocotea pulchella","16","NP",1,1,1,1,0,0,0,2,0,0,0,0,0,1
6855,"9","4","NU","TV","04NUTV","A200","A",14716,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,2,0,0,0,0,0,1
6856,"9","4","NU","TV","04NUTV","B154","B",14717,"Citharexylum myrianthum","4","P",1,1,1,1,1,0,0,2,0,0,0,0,0,1
6857,"9","4","NU","TV","04NUTV","B154","B",14718,"Eriotheca pentaphylla","27","NP",0,0,0,0,0,0,0,2,0,0,0,0,0,NA
6858,"9","4","NU","TV","04NUTV","B154","B",14719,"Solanum cinnamomeum","10","P",1,0,0,0,0,0,0,2,0,0,0,0,0,0
6859,"9","4","NU","TV","04NUTV","B154","B",14720,"Myrcia ilheosensis","26","NP",1,0,0,0,0,0,0,2,0,0,0,0,0,0
6860,"9","4","NU","TV","04NUTV","B154","B",14721,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,2,0,0,0,0,0,1
6861,"9","4","NU","TV","04NUTV","B154","B",14722,"Eugenia brasiliensis","25","NP",1,1,1,1,1,1,0,2,0,0,0,0,0,1
6862,"9","4","NU","TV","04NUTV","B154","B",14723,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,2,0,0,0,0,0,1
6863,"9","4","NU","TV","04NUTV","B154","B",14724,"Jacaranda puberula","15","NP",1,0,0,0,0,0,0,2,0,0,0,0,0,0
6864,"9","4","NU","TV","04NUTV","B154","B",14725,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,2,0,0,0,0,0,0
6865,"9","4","NU","TV","04NUTV","B154","B",14726,"Ternstroemia brasiliensis","23","NP",1,0,0,0,0,0,0,2,0,0,0,0,0,0
6866,"9","4","NU","TV","04NUTV","B154","B",14727,"Myrsine coriacea","1","P",1,0,0,0,0,0,0,2,0,0,0,0,0,0
6867,"9","4","NU","TV","04NUTV","B154","B",14728,"Calophyllum brasiliense","13","NP",0,0,0,0,0,0,0,2,0,0,0,0,0,NA
6868,"9","4","NU","TV","04NUTV","B154","B",14729,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,2,0,0,0,0,0,1
6869,"9","4","NU","TV","04NUTV","B155","B",14730,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,2,0,0,0,0,0,1
6870,"9","4","NU","TV","04NUTV","B155","B",14731,"Eriotheca pentaphylla","27","NP",1,0,0,0,0,0,0,2,0,0,0,0,0,0
6871,"9","4","NU","TV","04NUTV","B155","B",14732,"Solanum cinnamomeum","10","P",0,0,0,0,0,0,0,2,0,0,0,0,0,NA
6872,"9","4","NU","TV","04NUTV","B155","B",14733,"Myrcia ilheosensis","26","NP",0,0,0,0,0,0,0,2,0,0,0,0,0,NA
6873,"9","4","NU","TV","04NUTV","B155","B",14734,"Eugenia astringens","24","NP",1,1,1,1,0,0,0,2,0,0,0,0,0,1
6874,"9","4","NU","TV","04NUTV","B155","B",14735,"Eugenia brasiliensis","25","NP",1,1,1,1,1,1,0,2,0,0,0,0,0,1
7407,"9","4","NU","TV","04NUTV","B155","B",14736,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
6875,"9","4","NU","TV","04NUTV","B155","B",14737,"Jacaranda puberula","15","NP",1,1,0,0,0,0,0,2,0,0,0,0,0,0
6876,"9","4","NU","TV","04NUTV","B155","B",14738,"Euterpe edulis","28","NP",1,1,0,0,0,0,0,2,0,0,0,0,0,0
6877,"9","4","NU","TV","04NUTV","B155","B",14739,"Ternstroemia brasiliensis","23","NP",1,0,0,0,0,0,0,2,0,0,0,0,0,0
6878,"9","4","NU","TV","04NUTV","B155","B",14740,"Myrsine coriacea","1","P",1,1,1,1,1,1,0,2,0,0,0,0,0,1
6879,"9","4","NU","TV","04NUTV","B155","B",14741,"Calophyllum brasiliense","13","NP",1,1,1,1,1,1,0,2,0,0,0,0,0,1
6880,"9","4","NU","TV","04NUTV","B155","B",14742,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,2,0,0,0,0,0,1
6881,"9","4","NU","TV","04NUTV","A201","A",14743,"Citharexylum myrianthum","4","P",1,1,1,1,1,0,0,2,0,0,0,0,0,1
6882,"9","4","NU","TV","04NUTV","A201","A",14744,"Eriotheca pentaphylla","27","NP",1,0,0,0,0,0,0,2,0,0,0,0,0,0
6883,"9","4","NU","TV","04NUTV","A201","A",14745,"Aegiphila verticillata","6","P",1,1,0,0,0,0,0,2,0,0,0,0,0,0
6884,"9","4","NU","TV","04NUTV","A201","A",14746,"Syagrus romanzoffiana","17","NP",1,1,1,1,0,0,0,2,0,0,0,0,0,1
6885,"9","4","NU","TV","04NUTV","A201","A",14747,"Eugenia astringens","24","NP",1,1,1,1,1,0,0,2,0,0,0,0,0,1
6886,"9","4","NU","TV","04NUTV","A201","A",14748,"Myrcia multiflora","22","NP",0,0,0,0,0,0,0,2,0,0,0,0,0,NA
